blockNumber,timeStamp,from,to,value
80319,1439483738,0x7c56d94ebeccb769524379c450873519a9d805ff,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
81426,1439501522,0x775e18be7a50a0abb8a4e82b1bd697d79f31fe04,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
81724,1439506661,0xc5a96db085dda36ffbe390f455315d30d6d3dc52,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
83717,1439539716,0xc2c2c26961e5560081003bb157549916b21744db,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
89882,1439630703,0x0037a6b811ffeb6e072da21179d11b1406371c63,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
89984,1439632014,0x063dd253c8da4ea9b12105781c9611b8297f5d14,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
90062,1439633576,0x5ed8cee6b63b1c6afce3ad7c92f4fd7e1b8fad9f,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
90063,1439633621,0x0037a6b811ffeb6e072da21179d11b1406371c63,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
90075,1439633861,0x063dd253c8da4ea9b12105781c9611b8297f5d14,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
92038,1439665825,0xcda0ad7542e30bf520652a05056ebe0105c7e49a,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
92336,1439670449,0xcda0ad7542e30bf520652a05056ebe0105c7e49a,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
92544,1439673758,0x0037a6b811ffeb6e072da21179d11b1406371c63,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
92668,1439675358,0x063dd253c8da4ea9b12105781c9611b8297f5d14,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
95281,1439721814,0x775e18be7a50a0abb8a4e82b1bd697d79f31fe04,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
95515,1439725297,0xcda0ad7542e30bf520652a05056ebe0105c7e49a,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
95521,1439725353,0xcda0ad7542e30bf520652a05056ebe0105c7e49a,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
95527,1439725433,0xcda0ad7542e30bf520652a05056ebe0105c7e49a,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
96138,1439735649,0x5ed8cee6b63b1c6afce3ad7c92f4fd7e1b8fad9f,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
100959,1439815203,0x5ed8cee6b63b1c6afce3ad7c92f4fd7e1b8fad9f,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
101173,1439818530,0x5ed8cee6b63b1c6afce3ad7c92f4fd7e1b8fad9f,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
101250,1439819864,0x775e18be7a50a0abb8a4e82b1bd697d79f31fe04,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
101260,1439820035,0x5ed8cee6b63b1c6afce3ad7c92f4fd7e1b8fad9f,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
101353,1439821602,0x775e18be7a50a0abb8a4e82b1bd697d79f31fe04,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
101367,1439821978,0x775e18be7a50a0abb8a4e82b1bd697d79f31fe04,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
101403,1439822515,0x063dd253c8da4ea9b12105781c9611b8297f5d14,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
101553,1439824506,0x063dd253c8da4ea9b12105781c9611b8297f5d14,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0
5521276,1524929297,0xf4b51b14b9ee30dc37ec970b50a486f37686e2a8,0x742d35cc6634c0532925a3b844bc454e4438f44e,1000000000000000000
5521337,1524930183,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xd26114cd6ee289accf82350c8d8487fedb8a0c07,0
5521387,1524931069,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,500000000000000000
5531720,1525085541,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0
5534509,1525127157,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xcbeaec699431857fdb4d37addbbdc20e132d4903,0
5534513,1525127218,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xf7920b0768ecb20a123fac32311d07d193381d6f,0
5534523,1525127439,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xbf2179859fc6d5bee9bf9158632dc51678a4100e,0
5536548,1525158779,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,2252434180000000000000
5536586,1525159358,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,2282785340000000000000
5536588,1525159385,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,2291299980000000000000
5536588,1525159385,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,2247709580000000000000
5536588,1525159385,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,2258984340000000000000
5536588,1525159385,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,2266463290000000000000
5536913,1525164402,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xf7920b0768ecb20a123fac32311d07d193381d6f,0
5536921,1525164537,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xcbeaec699431857fdb4d37addbbdc20e132d4903,0
5537515,1525173111,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,1154700680000000000000
5537959,1525180826,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,1877261510000000000000
5538031,1525182060,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,1999887450000000000000
5538039,1525182170,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,3695503870000000000000
5538051,1525182294,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,3602285880000000000000
5538063,1525182365,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,3473242430000000000000
5538069,1525182430,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,3456451800000000000000
5538074,1525182483,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,3386086800000000000000
5538079,1525182564,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,3732485160000000000000
5538085,1525182627,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,3761864530000000000000
5540295,1525216309,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,24178838740000000000000
5540351,1525217158,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xbf2179859fc6d5bee9bf9158632dc51678a4100e,0
5540355,1525217209,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,632592700000000000000
5540363,1525217321,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xcbeaec699431857fdb4d37addbbdc20e132d4903,0
5542347,1525246996,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xf7920b0768ecb20a123fac32311d07d193381d6f,0
5542349,1525247042,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xcbeaec699431857fdb4d37addbbdc20e132d4903,0
5542420,1525248109,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,24975790120000000000000
5542459,1525248767,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,119958400000000000000
5542464,1525248857,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,130402960000000000000
5542470,1525248944,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,161747550000000000000
5542475,1525248993,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,107582650000000000000
5542587,1525250511,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,915409670000000000000
5542587,1525250511,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,911335520000000000000
5542587,1525250511,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,907880200000000000000
5543077,1525258177,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,6042980830000000000000
5543083,1525258289,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,6542262500000000000000
5543091,1525258443,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,6547858790000000000000
5543093,1525258478,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,6547916040000000000000
5544652,1525282549,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xf7920b0768ecb20a123fac32311d07d193381d6f,0
5544662,1525282666,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xcbeaec699431857fdb4d37addbbdc20e132d4903,0
5546118,1525304342,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,657917370000000000000
5546118,1525304342,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,713415450000000000000
5546118,1525304342,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,742244190000000000000
5546118,1525304342,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,2032986600000000000000
5546118,1525304342,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,2035535700000000000000
5546118,1525304342,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,2009677880000000000000
5546118,1525304342,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,2009358980000000000000
5546118,1525304342,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,2023982290000000000000
5546118,1525304342,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,553948570000000000000
5546118,1525304342,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,550735280000000000000
5546118,1525304342,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,1676114990000000000000
5546118,1525304342,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,891748410000000000000
5546118,1525304342,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,881929680000000000000
5546118,1525304342,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,811016580000000000000
5546118,1525304342,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,813662100000000000000
5546244,1525306534,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,12000000000000000000000
5548034,1525334210,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0
5548039,1525334292,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0
5548748,1525344998,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0
5548840,1525346459,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xf7920b0768ecb20a123fac32311d07d193381d6f,0
5548864,1525346870,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xcbeaec699431857fdb4d37addbbdc20e132d4903,0
5549088,1525350184,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0
5550579,1525372644,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0
5554396,1525430471,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,30000000000000000000000
5554474,1525431591,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,3065394180000000000000
5554482,1525431735,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,6298731080000000000000
5554491,1525431930,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,6275402650000000000000
5554498,1525432033,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,6275653730000000000000
5554508,1525432221,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,2040100120000000000000
5555260,1525444042,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0
5555394,1525446393,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,8744074570000000000000
5555407,1525446629,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,8714397030000000000000
5557147,1525472809,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,10000000000000000000000
5559319,1525505717,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,20000000000000000000000
5559944,1525515047,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xf7920b0768ecb20a123fac32311d07d193381d6f,0
5560138,1525517908,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,596860230000000000000
5560348,1525521360,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,493448510000000000000
5560410,1525522392,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,113486530000000000000
5560443,1525523021,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,101172770000000000000
5560478,1525523561,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,427905300000000000000
5561648,1525541144,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,510770150000000000000
5561707,1525542063,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,103919040000000000000
5561707,1525542063,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,104427710000000000000
5561707,1525542063,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,105468950000000000000
5561707,1525542063,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,121691740000000000000
5561707,1525542063,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,107784840000000000000
5561707,1525542063,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,113019550000000000000
5571100,1525682228,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,94993346830000000000000
5571106,1525682331,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,350015690000000000000
5571121,1525682503,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,114395100000000000000
5571132,1525682638,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,2011258790000000000000
5571472,1525688298,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,40000000000000000000000
5571791,1525693143,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,60651154970000000000000
5571805,1525693321,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,120762610000000000000
5572888,1525709374,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,20000000000000000000000
5574546,1525733111,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,30000000000000000000000
5576435,1525761160,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,50000000000000000000000
5576655,1525764579,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,19644691910000000000000
5576791,1525766558,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,20000000000000000000000
5577921,1525783559,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,20000000000000000000000
5578027,1525785266,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xf7920b0768ecb20a123fac32311d07d193381d6f,0
5584425,1525881842,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,40000000000000000000000
5584580,1525884324,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xf7920b0768ecb20a123fac32311d07d193381d6f,0
5590750,1525977683,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xf7920b0768ecb20a123fac32311d07d193381d6f,0
5590761,1525977832,0x742d35cc6634c0532925a3b844bc454e4438f44e,0xbf2179859fc6d5bee9bf9158632dc51678a4100e,0
5594336,1526032439,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0
5595144,1526044840,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,1132129790000000000000
5595145,1526044844,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,1165851500000000000000
5597300,1526076711,0x742d35cc6634c0532925a3b844bc454e4438f44e,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0
5599446,1526108756,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,2662434270000000000000
5599628,1526111435,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,1812367430000000000000
5599630,1526111507,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,1812367430000000000000
5599771,1526113793,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,228414730000000000000
5599779,1526113911,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,186180490000000000000
5599857,1526114957,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,674003240000000000000
5599913,1526115795,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,495512400000000000000
5600061,1526117931,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,653721560000000000000
5600099,1526118468,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,364226660000000000000
5600106,1526118582,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,1395667340000000000000
5600125,1526118914,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,273197960000000000000
5600241,1526120720,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,340664920000000000000
5600242,1526120759,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,360215010000000000000
5600244,1526120770,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,143497560000000000000
5600244,1526120770,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,108982950000000000000
5600281,1526121519,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,112764420000000000000
5600282,1526121535,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,169984090000000000000
5600282,1526121535,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,157774370000000000000
5600468,1526124319,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,944207140000000000000
5600468,1526124319,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,971535960000000000000
5600468,1526124319,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,781681270000000000000
5600468,1526124319,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,812210380000000000000
5600468,1526124319,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,780858490000000000000
5600468,1526124319,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,561526920000000000000
5600468,1526124319,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,481151960000000000000
5600468,1526124319,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x742d35cc6634c0532925a3b844bc454e4438f44e,533811480000000000000
